Rank,Gene,
1570,OXER1,
1571,HEBP1,
1572,TJP1,
1573,UTS2,
1574,TAS2R5,
1575,CNTN4,
1576,NPBWR1,
1577,HSPB1,
1578,CHRM5,
1579,PON3,
1580,LAMP1,
1581,TRHR,
1582,SRGN,
1583,PROKR2,
1584,GPR4,
1585,CYSLTR1,
1586,OXGR1,
1587,SLC34A1,
1588,HCAR3,
1589,NPW,
1590,PRKAR1A,
1591,IL18BP,
1592,PROKR1,
1593,CAPN13,
1594,TAS2R60,
1595,TAS2R40,
1596,TAS2R41,
1597,TAS2R42,
1598,GNRH2,
1599,P2RY10,
1600,NPFF,
1601,CDX2,
1602,PPP1CC,
1603,CYSLTR2,
1604,KAT6A,
1605,NTSR2,
1606,CPS1,
1607,USF2,
1608,ADCY10,
1609,NPFFR2,
1610,NEDD4,
1611,NPFFR1,
1612,MLNR,
1613,TCF3,
1614,SPTAN1,
1615,FFAR2,
1616,FFAR3,
1617,F11,
1618,CD34,
1619,HCRTR2,
1620,SOCS1,
1621,QRFP,
1622,NMBR,
1623,GPR65,
1624,SYNJ1,
1625,KAT7,
1626,UTS2R,
1627,QRFPR,
1628,UTS2B,
1629,COL4A5,
1630,FAU,
1631,GPR132,
1632,GNB2L1,
1633,GAS6,
1634,MX2,
1635,GPR68,
1636,MAPK8IP1,
1637,LRP10,
1638,UBL4A,
1639,ARHGEF25,
1640,WNT4,
1641,NUMBL,
1642,PTK2B,
1643,BAK1,
1644,CHD9,
1645,EPAS1,
1646,DHX8,
1647,GRB10,
1648,BCAR1,
1649,TSG101,
1650,COL4A3,
1651,CEP55,
1652,TUBA1A,
1653,HDAC5,
1654,HELZ2,
1655,TGFBI,
1656,TGM2,
1657,PTPN1,
1658,PPARGC1A,
1659,SPP1,
1660,PROM1,
1661,MYH7,
1662,DMD,
1663,KCNA3,
1664,FGFR3,
1665,CCNA2,
1666,CSK,
1667,RANBP9,
1668,HNRNPA1,
1669,FLT3,
1670,KCNA2,
1671,CARM1,
1672,EZR,
1673,PRKAR2B,
1674,KCNA1,
1675,MAP3K11,
1676,LAMA1,
1677,GZMB,
1678,SOX10,
1679,KAT6B,
1680,TBX21,
1681,XRCC5,
1682,BECN1,
1683,PRKG1,
1684,CD82,
1685,MCL1,
1686,SOS2,
1687,FGF4,
1688,GLI3,
1689,IRF4,
1690,COL4A6,
1691,CGA,
1692,RAB1B,
1693,CDH5,
1694,TMSB4X,
1695,FGF7,
1696,FKBP1B,
1697,GTF2B,
1698,CAMK2G,
1699,BRCA2,
1700,CNTN6,
1701,RBBP4,
1702,EEF2,
1703,FOXM1,
1704,COL25A1,
1705,SELE,
1706,RAB9B,
1707,UBE2D2,
1708,RP11-599B13.6,
1709,MYH10,
1710,RP11-73M18.2,
1711,EHMT1,
1712,DNTT,
1713,VHL,
1714,RPS6KA2,
1715,TH,
1716,AP1S1,
1717,STX2,
1718,SEC61A1,
1719,CRYAB,
1720,KLC2,
1721,ATP7A,
1722,PRKG2,
1723,HIST3H3,
1724,MBP,
1725,PAK1,
1726,PABPC1,
1727,TUBG1,
1728,AP1B1,
1729,BCL6,
1730,FGFR4,
1731,FKBP1C,
1732,HTR7,
1733,TUBB2A,
1734,NPM1,
1735,TAS1R2,
1736,HSPA2,
1737,TUBA4A,
1738,TEX14,
1739,SYNJ2,
1740,JUNB,
1741,RP11-566K11.2,
1742,CDX1,
1743,HDAC7,
1744,PRKAR1B,
1745,ASCL1,
1746,WASL,
1747,DVL1,
1748,PGA3,
1749,PGA5,
1750,PGA4,
1751,C1QC,
1752,UBE2U,
1753,ARHGAP28,
1754,SQSTM1,
1755,CUL3,
1756,GOLPH3,
1757,TBX3,
1758,CDC16,
1759,SUMO3,
1760,OAS1,
1761,UBE2B,
1762,ARF6,
1763,MAPK8IP2,
1764,INSRR,
1765,PRKCD,
1766,CDC6,
1767,IL17A,
1768,YWHAB,
1769,IRF8,
1770,CTSG,
1771,SIN3B,
1772,CDC25A,
1773,TERT,
1774,BMP7,
1775,RARS,
1776,GHR,
1777,GJA1,
1778,OASL,
1779,PHB2,
1780,BTRC,
1781,UBE2M,
1782,TP53BP2,
1783,YBX1,
1784,AP2S1,
1785,CALB2,
1786,SEMG1,
1787,NOP2,
1788,HSPA9,
1789,CNTN2,
1790,YWHAH,
1791,RHOG,
1792,FXN,
1793,MSH2,
1794,RIPK4,
1795,APCS,
1796,AURKC,
1797,EIF2A,
1798,FOXA1,
1799,PPP2R1A,
1800,IRF3,
1801,RET,
1802,OAS3,
1803,TBL1X,
1804,PRKAR2A,
1805,TNC,
1806,MDC1,
1807,PTPN6,
1808,RRAS,
1809,IMPDH2,
1810,C16orf70,
1811,HSPA6,
1812,RALA,
1813,RPA1,
1814,CSF3,
1815,HDAC8,
1816,IHH,
1817,ITSN1,
1818,NEURL1,
1819,PSMC6,
1820,ACAN,
1821,PSMD1,
1822,CA2,
1823,TBL1XR1,
1824,XIAP,
1825,SMARCD3,
1826,COX5A,
1827,NES,
1828,SET,
1829,VASP,
1830,MATK,
1831,ODAM,
1832,PAK2,
1833,PRKCG,
1834,DVL2,
1835,PMPCB,
1836,RAB33B,
1837,NT5E,
1838,CNDP2,
1839,OAS2,
1840,AP1G2,
1841,MTHFD1L,
1842,IGFBP3,
1843,SRY,
1844,CHD7,
1845,EFTUD2,
1846,AP1S2,
1847,HTT,
1848,PSMD14,
1849,PTGER2,
1850,BMP6,
1851,DAPK1,
1852,TPO,
1853,PDGFB,
1854,TBC1D4,
1855,H1FOO,
1856,EGR2,
1857,EED,
1858,F10,
1859,PDE4D,
1860,CRH,
1861,CFTR,
1862,DNAJC6,
1863,SMARCA5,
1864,RABL6,
1865,HADHB,
1866,STX3,
1867,MTHFD1,
1868,LHX9,
1869,ARF4,
1870,HSPA1A,
1871,UCHL1,
1872,MNX1,
1873,RNASEL,
1874,NKX2-5,
1875,ALAS1,
1876,MEF2D,
1877,TAS1R1,
1878,MB,
1879,OGT,
1880,NRG1,
1881,GNA13,
1882,LHX2,
1883,WNT7A,
1884,TCP1,
1885,GLI1,
1886,CDKN1C,
1887,RAB33A,
1888,STX1B,
1889,PBX1,
1890,KIF3A,
1891,POLR3A,
1892,EGR3,
1893,PIAS1,
1894,LAMB2,
1895,SMURF1,
1896,VAMP3,
1897,HSPB2-C11orf52,
1898,PPP1CA,
1899,FASLG,
1900,BIRC3,
1901,RABGEF1,
1902,COL2A1,
1903,TNFRSF1A,
1904,SMAD5,
1905,TAB1,
1906,RRAS2,
1907,CTD-2132N18.3,
1908,EPO,
1909,LRP1B,
1910,NFKBIB,
1911,SEMA3A,
1912,TLR9,
1913,CELF3,
1914,TGFBR2,
1915,UBE2N,
1916,PAFAH1B1,
1917,APAF1,
1918,NRCAM,
1919,MYF5,
1920,ISL1,
1921,CRKL,
1922,RBBP7,
1923,DVL3,
1924,PRSS3,
1925,FBLN1,
1926,GTPBP4,
1927,FLOT1,
1928,RAP1B,
1929,SMAD6,
1930,ITGA6,
1931,RNF2,
1932,PPID,
1933,KLK3,
1934,CEBPD,
1935,GAST,
1936,CAMTA2,
1937,NFASC,
1938,CLTA,
1939,ARL6,
1940,LRRTM3,
1941,HUWE1,
1942,ITPR1,
1943,ATAD2B,
1944,SCN8A,
1945,FGF10,
1946,PLEK,
1947,TCF4,
1948,CACNA1C,
1949,SLC34A3,
1950,NPHP3,
1951,TAS1R3,
1952,SLC9A2,
1953,SUPT5H,
1954,POLD1,
1955,SLC9A4,
1956,GOSR1,
1957,DNAJC7,
1958,TBPL2,
1959,MYH2,
1960,RHEB,
1961,OSM,
1962,KAT2A,
1963,PSMC5,
1964,DNMT3B,
1965,COPB2,
1966,F12,
1967,PANX1,
1968,MAPK6,
1969,TRPV1,
1970,SCN10A,
1971,KLC4,
1972,RHOD,
1973,IL2RA,
1974,FUS,
1975,KIF1B,
1976,LRGUK,
1977,FKBP3,
1978,NLRP3,
1979,MYO9B,
1980,IQGAP1,
1981,PRKCE,
1982,CCNA1,
1983,ELANE,
1984,NRIP1,
1985,HNRNPU,
1986,TRAP1,
1987,TNNT2,
1988,RAB5B,
1989,LCLAT1,
1990,BGN,
1991,TUBB4A,
1992,MAP1LC3A,
1993,FUT4,
1994,MAP2K2,
1995,DDB1,
1996,NEXN,
1997,SH3KBP1,
1998,TP73,
1999,NRXN1,
2000,CCND2,
2001,SMAD1,
2002,ARRB2,
2003,PHF5A,
2004,DROSHA,
2005,RHO,
2006,FOXG1,
2007,VAMP7,
2008,NTRK1,
2009,NR2F2,
2010,PIWIL2,
2011,CCT3,
2012,CENPA,
2013,ITCH,
2014,GRTP1,
2015,TP63,
2016,TUBB4B,
2017,RPS6KA5,
2018,SNAI2,
2019,ZPBP,
2020,ATF3,
2021,IRF5,
2022,GNA12,
2023,GNAS,
2024,MT-ND1,
2025,ARL11,
2026,ITGA1,
2027,DDX58,
2028,ERCC2,
2029,CCNB2,
2030,SEMA5A,
2031,IL13,
2032,SOD2,
2033,HPX,
2034,NCK1,
2035,CDC25C,
2036,SLC9A5,
2037,CBLB,
2038,RAD21,
2039,POLE,
2040,CTBP1,
2041,SEC11A,
2042,KEAP1,
2043,CDC20,
2044,PRDX1,
2045,VTI1B,
2046,MAPK15,
2047,RUVBL1,
2048,PTGER4,
2049,IRF2,
2050,EIF4EBP1,
2051,ALDH18A1,
2052,ARNT,
2053,MYH1,
2054,CLINT1,
2055,LRP6,
2056,PCOLCE,
2057,WDR12,
2058,NR5A2,
2059,DNAJC10,
2060,RND3,
2061,STAT2,
2062,RASL12,
2063,KLC3,
2064,PTCH1,
2065,HNF1A,
2066,SRSF1,
2067,FANCM,
2068,TYMS,
2069,WNT2,
2070,BIRC2,
2071,STX11,
2072,ARF5,
2073,CCNE1,
2074,ARNTL,
2075,MAPK4,
2076,AMBP,
2077,ATP5A1,
2078,PIK3C3,
2079,CAPZA1,
2080,HADH,
2081,REM1,
2082,MAP3K3,
2083,CD33,
2084,ODF1,
2085,AP1S3,
2086,TNFRSF21,
2087,ARL5B,
2088,TBC1D1,
2089,NCBP1,
2090,MT-ND3,
2091,SEC11C,
2092,EPB41,
2093,RHOBTB2,
2094,ENG,
2095,RASD1,
2096,CKAP5,
2097,WWP1,
2098,EVI5,
2099,AP4M1,
2100,SMG1,
2101,ARHGDIA,
2102,HTATIP2,
2103,ITGA4,
2104,EIF5B,
2105,EOMES,
2106,RAB19,
2107,MKKS,
2108,SLC37A2,
2109,GABARAPL1,
2110,CCS,
2111,ARFGEF2,
2112,IL5,
2113,HOMER3,
2114,ACTR1A,
2115,SRPK1,
2116,POLR3B,
2117,AFP,
2118,NECAB3,
2119,REV3L,
2120,YPEL5,
2121,CUL4A,
2122,VAV2,
2123,IL2RG,
2124,ENOX1,
2125,MOV10L1,
2126,GH1,
2127,FSHR,
2128,PSMD4,
2129,NCBP2,
2130,WNT7B,
2131,RAB4A,
2132,ARFGEF1,
2133,EEF1A1,
2134,AC073610.5,
2135,SEC22A,
2136,TRIP13,
2137,DHH,
2138,ARL9,
2139,SH3GL2,
2140,TUBA1B,
2141,RND1,
2142,RASA1,
2143,IL7,
2144,TNNT1,
2145,OTX2,
2146,KLK6,
2147,H3F3A,
2148,LGR5,
2149,TTC19,
2150,RXRA,
2151,FGF23,
2152,CCT2,
2153,ORC1,
2154,IFNA1,
2155,ATP6V1A,
2156,EPHB2,
2157,FLVCR1,
2158,CLHC1,
2159,CYP1A1,
2160,CCND3,
2161,PPP3CB,
2162,POLA1,
2163,PLD2,
2164,PLN,
2165,VPS4A,
2166,TBC1D30,
2167,TRIM8,
2168,KCND2,
2169,KITLG,
2170,TPM1,
2171,PKM,
2172,MPP5,
2173,EIF4A3,
2174,CDC34,
2175,RPS6,
2176,MAX,
2177,EPHA4,
2178,ALK,
2179,KCNA10,
2180,CHRNA7,
2181,SEC22C,
2182,HSF1,
2183,GCK,
2184,NRP1,
2185,MAP3K1,
2186,IL7R,
2187,CS,
2188,STX19,
2189,MSN,
2190,MYH8,
2191,GDI2,
2192,DCK,
2193,POLR2G,
2194,RHOBTB1,
2195,MYH4,
2196,CIITA,
2197,GPR83,
2198,TSC2,
2199,COL3A1,
2200,CUL4B,
2201,EPHB4,
2202,IRS2,
2203,CAPZA2,
2204,THBS2,
2205,VAMP1,
2206,RAD51C,
2207,CYP3A4,
2208,POLR1A,
2209,AHSG,
2210,MYCN,
2211,PPP2CB,
2212,ECE2,
2213,ARL5A,
2214,SHMT2,
2215,MYH7B,
2216,SUZ12,
2217,FST,
2218,MAP1LC3B,
2219,EIF4A1,
2220,SETD2,
2221,CARD14,
2222,IFIH1,
2223,CHD4,
2224,BCAP31,
2225,NUMA1,
2226,MMEL1,
2227,M6PR,
2228,FECH,
2229,PIAS4,
2230,EXOC4,
2231,STXBP3,
2232,ATP6V1C1,
2233,UBE2K,
2234,ASF1A,
2235,SMARCA1,
2236,POLR2C,
2237,SEC61B,
2238,SRSF2,
2239,MMP8,
2240,SMARCB1,
2241,RAB11B,
2242,PSMB2,
2243,AHR,
2244,GNAI2,
2245,SLC18B1,
2246,MYO9A,
2247,NAA15,
2248,CUL2,
2249,TWIST1,
2250,UBXN7,
2251,RBL1,
2252,SPATA5L1,
2253,VIM,
2254,MAP3K7,
2255,RHOBTB3,
2256,STAU1,
2257,TUBB,
2258,NANOS1,
2259,WWP2,
2260,TGS1,
2261,SEC23A,
2262,RFC4,
2263,TCF12,
2264,FAS,
2265,TLR3,
2266,RAB43,
2267,NOG,
2268,STX16,
2269,GRIA1,
2270,PSMC3,
2271,CDK8,
2272,ITGAL,
2273,POLR2F,
2274,TLE1,
2275,SUPT16H,
2276,ZNF135,
2277,LFNG,
2278,PPP3CC,
2279,ANXA2,
2280,EEA1,
2281,RRM1,
2282,ITPR3,
2283,HNRNPK,
2284,DUSP1,
2285,CCT4,
2286,CLTB,
2287,CSF2RB,
2288,SEMA6A,
2289,NSUN2,
2290,ARF3,
2291,MAP3K2,
2292,TBC1D2B,
2293,RIT1,
2294,HNRNPM,
2295,ITSN2,
2296,TLN1,
2297,ARL17A,
2298,DUT,
2299,SEMA6D,
2300,SEMA5B,
2301,RTN4,
2302,MCM7,
2303,HOMER2,
2304,SFN,
2305,PSMD2,
2306,ATIC,
2307,ARL17B,
2308,PAX5,
2309,SKP2,
2310,SRPK2,
2311,SUMF2,
2312,CACNA1B,
2313,RUVBL2,
2314,CARD10,
2315,SLC30A8,
2316,APEX1,
2317,SEMA6C,
2318,RDX,
2319,GLDC,
2320,ATP6V1B1,
2321,IL6ST,
2322,GOSR2,
2323,CALML6,
2324,EDF1,
2325,MYL9,
2326,RPL11,
2327,AGER,
2328,STYK1,
2329,TBX19,
2330,EPN1,
2331,KRT8,
2332,CUL5,
2333,CCT7,
2334,UBE2E1,
2335,DPP10,
2336,EPHB3,
2337,ACVRL1,
2338,TNS2,
2339,KDM1A,
2340,MCM4,
2341,STX6,
2342,FBL,
2343,C1QBP,
2344,KHDRBS1,
2345,RUNX1T1,
2346,CCL11,
2347,PFAS,
2348,UBE2D3,
2349,MBD3L2,
2350,HLCS,
2351,COL14A1,
2352,DCLK3,
2353,SUMO4,
2354,DMXL1,
2355,MBTPS1,
2356,ITIH4,
2357,ITM2A,
2358,OCLN,
2359,HSPA1B,
2360,KRT5,
2361,MYL12A,
2362,CD3E,
2363,SMAD9,
2364,SAG,
2365,MYO3A,
2366,PNPLA6,
2367,GSTP1,
2368,PIP5K1B,
2369,ATP6V1B2,
2370,DKK1,
2371,RPL15,
2372,PDE6B,
2373,ETV6,
2374,SLC45A3,
2375,CTF1,
2376,CHD8,
2377,IL9R,
2378,ATP6V1F,
2379,ERCC5,
2380,MCM3,
2381,RP11-156P1.2,
2382,FCN2,
2383,GDF15,
2384,AP4S1,
2385,RND2,
2386,POLI,
2387,SUV39H1,
2388,CD69,
2389,PLK3,
2390,SNX6,
2391,ATG7,
2392,ZFAND2A,
2393,GLI2,
2394,RPS6KA6,
2395,NKX2-1,
2396,TUBA1C,
2397,NOD2,
2398,ALYREF,
2399,EXOC6,
2400,MLLT4,
2401,GP1BA,
2402,MPP3,
2403,ARHGEF7,
2404,CAP1,
2405,ZFYVE19,
2406,LIAS,
2407,PSMD7,
2408,SCN5A,
2409,PPM1L,
2410,AP4B1,
2411,AMPH,
2412,MBNL1,
2413,HTR2C,
2414,RNF20,
2415,RBL2,
2416,BTK,
2417,BOLL,
2418,ACTR1B,
2419,PRDX2,
2420,RPS3,
2421,IRF7,
2422,NSUN6,
2423,CUBN,
2424,RPS6KB2,
2425,RAD17,
2426,MAEA,
2427,ARL5C,
2428,ERCC1,
2429,MSH6,
2430,ALLC,
2431,GNAT2,
2432,AP4E1,
2433,UBE3A,
2434,SHMT1,
2435,NPAS2,
2436,ENTPD1,
2437,LMNA,
2438,FBXL2,
2439,RIT2,
2440,DDX25,
2441,APPL1,
2442,NEUROD1,
2443,NFATC2IP,
2444,TJP2,
2445,MAP2K5,
2446,SEC13,
2447,HEY2,
2448,ATP6V1E1,
2449,PSMC2,
2450,CCNF,
2451,CAMK2D,
2452,EPHB1,
2453,TMEFF2,
2454,SHBG,
2455,UBQLN2,
2456,ERCC4,
2457,ITGB4,
2458,FDFT1,
2459,MYO6,
2460,UBE2S,
2461,KIF11,
2462,HSD3B2,
2463,ATP13A2,
2464,PLA2G4A,
2465,UBE2V1,
2466,HES1,
2467,CREB3L3,
2468,FBXO8,
2469,DNMT3A,
2470,GNAT1,
2471,NOX3,
2472,CYCS,
2473,FGF5,
2474,CHM,
2475,ASH1L,
2476,IL12A,
2477,MCM5,
2478,RICTOR,
2479,PAK4,
2480,ARL4D,
2481,PCK1,
2482,AXIN2,
2483,ACVR1,
2484,UPF1,
2485,VPS18,
2486,GDF9,
2487,IL11,
2488,HLA-DRB1,
2489,IRF6,
2490,NCF4,
2491,HSPA1L,
2492,ITK,
2493,MLLT1,
2494,PPM1D,
2495,VAMP4,
2496,ATOH1,
2497,PRMT1,
2498,UBE2L6,
2499,FAP,
2500,AVEN,
2501,BRAF,
2502,GUK1,
2503,LDHA,
2504,GDNF,
2505,HNRNPD,
2506,SMARCC1,
2507,HELT,
2508,HSD3B1,
2509,ASF1B,
2510,VPS4B,
2511,HNRNPA2B1,
2512,RRM2,
2513,MYO18A,
2514,PAX3,
2515,ZFAND2B,
2516,GRIP1,
2517,BMI1,
2518,KIF3C,
2519,RELB,
2520,DHFR,
2521,IL9,
2522,DDX21,
2523,ZFAND4,
2524,SELP,
2525,SEMA7A,
2526,SULT2A1,
2527,MCM2,
2528,ZFYVE1,
2529,IL3RA,
2530,DMXL2,
2531,ACVR1B,
2532,WNT5B,
2533,COPS2,
2534,PLK4,
2535,BRCC3,
2536,PIAS2,
2537,TMEM11,
2538,CCT5,
2539,SLC31A1,
2540,HIPK2,
2541,TIMELESS,
2542,GRAP2,
2543,TUBB3,
2544,BUB1B,
2545,ACTRT3,
2546,IFNGR1,
2547,ESRP1,
2548,HSD17B10,
2549,CHD2,
2550,LAMP2,
2551,CDC25B,
2552,MYH13,
2553,MEN1,
2554,NFATC2,
2555,SDHA,
2556,CLOCK,
2557,GAS1,
2558,EBF1,
2559,APC,
2560,IFIT1,
2561,TRIM23,
2562,IGFBP1,
2563,SRSF6,
2564,SETD7,
2565,GFM1,
2566,PES1,
2567,TXNRD1,
2568,CYP2E1,
2569,TDRD12,
2570,AC007192.4,
2571,DPP6,
2572,ATP5B,
2573,ALAD,
2574,DERL1,
2575,RAD1,
2576,BBS10,
2577,PSMC1,
2578,ABCC8,
2579,PARD6A,
2580,PPARGC1B,
2581,SCN1A,
2582,ACTR10,
2583,COPB1,
2584,CYP1A2,
2585,LHCGR,
2586,MYL2,
2587,MYH15,
2588,EXOC7,
2589,MS4A10,
2590,PSMA4,
2591,MAP3K19,
2592,MPL,
2593,SLC6A3,
2594,SLC30A10,
2595,CORO1B,
2596,TRIP12,
2597,CD80,
2598,PSMA6,
2599,UIMC1,
2600,MYF6,
2601,EXOC2,
2602,HDLBP,
2603,TET2,
2604,ACTL8,
2605,ETV4,
2606,SYN1,
2607,PPM1A,
2608,NAPG,
2609,KCNJ11,
2610,LEO1,
2611,MPP4,
2612,FGF18,
2613,RACGAP1,
2614,TUBB2B,
2615,NFYA,
2616,PCK2,
2617,ATOX1,
2618,UBXN11,
2619,TUBB6,
2620,SCNN1A,
2621,EXO1,
2622,CDC73,
2623,PPP1CB,
2624,PIDD1,
2625,PLSCR1,
2626,TIAM1,
2627,WNT2B,
2628,PIWIL3,
2629,ANGPTL4,
2630,IL22,
2631,RPTOR,
2632,MSH3,
2633,MYO18B,
2634,POLR1C,
2635,POLR2E,
2636,SLC9A3R1,
2637,HSPE1,
2638,PPP1R12A,
2639,UBD,
2640,OBSCN,
2641,SPAST,
2642,TUBG2,
2643,ABCG2,
2644,VAMP8,
2645,MYL12B,
2646,RHOH,
2647,RPA2,
2648,MTHFD2L,
2649,IGBP1,
2650,SLC2A2,
2651,CFL1,
2652,ARHGEF2,
2653,NVL,
2654,TPM3,
2655,NEUROG1,
2656,RPL13A,
2657,ATAD2,
2658,HIST1H3J,
2659,ATF1,
2660,EIF4A2,
2661,TNFSF11,
2662,CHGA,
2663,RPS6KA4,
2664,CALML5,
2665,TIA1,
2666,NAMPT,
2667,TNNI3,
2668,CNBD2,
2669,CCNT1,
2670,HDAC10,
2671,SEC61A2,
2672,CALML3,
2673,CYBB,
2674,NUP133,
2675,HDAC6,
2676,PRKAA1,
2677,TG,
2678,ARNTL2,
2679,TOP3A,
2680,RPS2,
2681,DUOX1,
2682,STK25,
2683,VAV3,
2684,YIPF5,
2685,SNU13,
2686,E2F4,
2687,GPR3,
2688,BARD1,
2689,ITGB8,
2690,INO80,
2691,MAP3K8,
2692,OMP,
2693,TRPV4,
2694,SRSF5,
2695,VPS39,
2696,TNS3,
2697,KPNB1,
2698,PRKCQ,
2699,SNRNP70,
2700,PPM1B,
2701,LGR4,
2702,SNRNP200,
2703,IRF9,
2704,TNNC1,
2705,SEMA3G,
2706,MNAT1,
2707,CSNK1E,
2708,MMP15,
2709,EVI5L,
2710,CD38,
2711,WEE1,
2712,RAG2,
2713,SLC30A1,
2714,TM2D1,
2715,FZR1,
2716,FATE1,
2717,AZGP1,
2718,PTPRF,
2719,MAGOH,
2720,LOX,
2721,DAZ1,
2722,ATP6V1H,
2723,WNT10B,
2724,IL4R,
2725,PSMA7,
2726,ISG20,
2727,PSMB5,
2728,OPTN,
2729,RAD23B,
2730,EHHADH,
2731,ATRX,
2732,MPP7,
2733,SMC1B,
2734,RP11-330H6.5,
2735,PNPLA7,
2736,ATP6V0A2,
2737,PIK3R3,
2738,PA2G4,
2739,EXOC3,
2740,LEPR,
2741,KRT7,
2742,MYO3B,
2743,GRAP,
2744,COPS6,
2745,CACNA1D,
2746,GPNMB,
2747,LATS1,
2748,LATS2,
2749,BLK,
2750,PLD1,
2751,GPX3,
2752,CSF2RA,
2753,IBSP,
2754,CYP2D6,
2755,BAG3,
2756,BCL2A1,
2757,PSMD3,
2758,CBLC,
2759,TRIM33,
2760,ACTRT1,
2761,HSPH1,
2762,SPRY2,
2763,GBP2,
2764,UGT1A1,
2765,CLNS1A,
2766,IKZF1,
2767,TCF7,
2768,DYNLL1,
2769,GABARAPL2,
2770,ACTL7B,
2771,ACVR2B,
2772,ACTL9,
2773,MC4R,
2774,NFATC1,
2775,SERPIND1,
2776,DCLK2,
2777,USP7,
2778,DYRK1A,
2779,RHBDL3,
2780,SALL4,
2781,RPS23,
2782,SOX3,
2783,HADHA,
2784,FGF21,
2785,RP11-290H9.2,
2786,HSPB3,
2787,RALB,
2788,ATP6V0A4,
2789,RAB5C,
2790,PDE5A,
2791,CALM3,
2792,PKD1,
2793,PDIA4,
2794,CORO1C,
2795,PSMD12,
2796,NFE2L2,
2797,MSX1,
2798,PSMC4,
2799,H6PD,
2800,EDA,
2801,MOV10,
2802,SNAP91,
2803,MED14,
2804,LNPEP,
2805,ACTL7A,
2806,DUOX2,
2807,OXCT1,
2808,FGF17,
2809,UFD1L,
2810,BCL2L2-PABPN1,
2811,HIF3A,
2812,PLK2,
2813,PKD2,
2814,INPPL1,
2815,PER2,
2816,ITGAD,
2817,SDHB,
2818,DYNC1H1,
2819,TUBB1,
2820,UBE2V2,
2821,UBE2Z,
2822,PPM1F,
2823,AGO2,
2824,BMPR1B,
2825,SF3A2,
2826,CPT1A,
2827,MED6,
2828,GTF2F1,
2829,RAX2,
2830,LMNB1,
2831,TRAF3,
2832,ACTRT2,
2833,VPS52,
2834,RAPGEF3,
2835,EWSR1,
2836,PPM1K,
2837,ERAP1,
2838,SGK2,
2839,ACTL10,
2840,IL12RB2,
2841,PRPF19,
2842,PGF,
2843,UQCRC1,
2844,DGUOK,
2845,STX7,
2846,STX16-NPEPL1,
2847,RAB3IP,
2848,KCNQ1,
2849,CHRD,
2850,MAML1,
2851,PAK3,
2852,RECQL5,
2853,THPO,
2854,TRIB3,
2855,RAD23A,
2856,EPCAM,
2857,EPHA5,
2858,ABCC2,
2859,FABP1,
2860,TNRC6B,
2861,EPS15L1,
2862,PARD3,
2863,ADRB1,
2864,GNB2,
2865,CD5,
2866,CTCF,
2867,NEK6,
2868,MED23,
2869,MAP1LC3C,
2870,MED21,
2871,BUB3,
2872,CSF3R,
2873,KCND3,
2874,SPEN,
2875,CABP1,
2876,ERCC3,
2877,H3F3B,
2878,ASIC2,
2879,FBN1,
2880,UBE2D4,
2881,CDC5L,
2882,FOXO4,
2883,ARL14,
2884,PHB,
2885,PPP2R5D,
2886,EXOC1,
2887,ACTL6A,
2888,MST1R,
2889,PSME3,
2890,TCIRG1,
2891,CTLA4,
2892,MYLPF,
2893,CCNG1,
2894,RPL5,
2895,TNNC2,
2896,MYO10,
2897,ARL13B,
2898,LIPA,
2899,VTI1A,
2900,SP100,
2901,ATAD1,
2902,EIF2S1,
2903,RHOJ,
2904,SEC63,
2905,TNRC6C,
2906,CYTH2,
2907,ID2,
2908,MCM6,
2909,EXOC3L2,
2910,STK3,
2911,NSUN4,
2912,PIK3R5,
2913,RPS5,
2914,RXFP2,
2915,CALB1,
2916,GADD45A,
2917,PPM1E,
2918,EEF1G,
2919,TRPM5,
2920,CDK7,
2921,KIF20B,
2922,NSUN3,
2923,KCNMA1,
2924,STK24,
2925,PDCD6IP,
2926,GAD2,
2927,SPATA13,
2928,VPS54,
2929,EXOC5,
2930,HLA-DRB5,
2931,CACNA1S,
2932,POLR2D,
2933,CCNC,
2934,OLIG2,
2935,PSMD11,
2936,CDIPT,
2937,TDRD9,
2938,KLF5,
2939,RXFP1,
2940,EXOC6B,
2941,WDHD1,
2942,PDPK1,
2943,RPL4,
2944,PSMD10,
2945,ALDH1A1,
2946,LGALS1,
2947,PITX2,
2948,ILF2,
2949,NXF1,
2950,DDX17,
2951,ZFPM2,
2952,PRKCI,
2953,ERN2,
2954,UGT1A6,
2955,MYO1C,
2956,NPEPPS,
2957,SPO11,
2958,YIPF7,
2959,EIF3A,
2960,CYP2C9,
2961,AGFG1,
2962,KMT2A,
2963,GLUL,
2964,ILKAP,
2965,IFIT3,
2966,REV1,
2967,RPL9,
2968,SLC30A3,
2969,KLF2,
2970,MTA2,
2971,TUBA3D,
2972,MED16,
2973,CLASP1,
2974,T,
2975,SPNS1,
2976,AMFR,
2977,ESD,
2978,PIM1,
2979,MED13,
2980,STK26,
2981,RANGAP1,
2982,RHOQ,
2983,ASZ1,
2984,RASD2,
2985,BHLHE40,
2986,HMGA1,
2987,PRPF8,
2988,RHOU,
2989,LGR6,
2990,IFIT2,
2991,SOCS2,
2992,KPNA1,
2993,NSUN5,
2994,RPS13,
2995,IRAK1,
2996,DHX29,
2997,PPA1,
2998,IFNAR1,
2999,ITGB7,
3000,UBA2,
3001,PAX7,
