Rank,Gene,
13633,PRR14L,
13634,GPRIN2,
13635,KRT83,
13636,WDR86,
13637,SATL1,
13638,ZNF341,
13639,IER5,
13640,MARC2,
13641,LGALS16,
13642,ARRDC5,
13643,ST20,
13644,KCNRG,
13645,PRB4,
13646,GLT8D1,
13647,TMEM259,
13648,RNF112,
13649,ZNF783,
13650,NCBP3,
13651,DRP2,
13652,COX20,
13653,TMEM50A,
13654,INSL4,
13655,FBXL12,
13656,EPM2AIP1,
13657,ZNF665,
13658,CTB-96E2.2,
13659,OC90,
13660,TMEM17,
13661,PRG2,
13662,CCDC42,
13663,AKAP17A,
13664,EMD,
13665,SERINC5,
13666,RFESD,
13667,ZNF22,
13668,ZNF865,
13669,NCEH1,
13670,OR7G2,
13671,CAMK2N2,
13672,CLEC1A,
13673,C1orf94,
13674,ZNF287,
13675,GON4L,
13676,TMEM86A,
13677,ZXDB,
13678,PHF13,
13679,ZNF540,
13680,NPTX2,
13681,KCNK15,
13682,LZTS2,
13683,SLC25A43,
13684,CFAP206,
13685,MAL,
13686,BAHD1,
13687,TMX4,
13688,FAM114A1,
13689,CDC42EP2,
13690,IQCE,
13691,ZNF778,
13692,ESYT3,
13693,KCNE5,
13694,FAM103A1,
13695,ZNF280D,
13696,ZNF358,
13697,PAQR8,
13698,CD300LB,
13699,FAM162A,
13700,CHURC1,
13701,TRIM16,
13702,NKAIN1,
13703,MTFP1,
13704,OR4D2,
13705,MRPS34,
13706,SS18L2,
13707,FILIP1L,
13708,SEMA4F,
13709,EML3,
13710,KLHL4,
13711,OR56A4,
13712,URB1,
13713,GPR1,
13714,OSTN,
13715,MAN2A2,
13716,FAM204A,
13717,TUSC2,
13718,NAA38,
13719,CPEB2,
13720,SLC25A15,
13721,PLIN5,
13722,TRIM44,
13723,SIGLEC12,
13724,SLC38A7,
13725,MRPL52,
13726,FRMD7,
13727,PAIP2,
13728,TRMO,
13729,PCED1A,
13730,DIXDC1,
13731,ZNF750,
13732,C14orf177,
13733,HKR1,
13734,BARHL1,
13735,OTUD6A,
13736,RAB37,
13737,OR4C6,
13738,ARL14EP,
13739,C14orf178,
13740,IFI44L,
13741,KRT34,
13742,RP11-295P9.13,
13743,TMEM87B,
13744,ZNF518B,
13745,CTD-2006C1.13,
13746,INSL5,
13747,RBM7,
13748,CDHR5,
13749,ONECUT3,
13750,JMJD4,
13751,FAM136A,
13752,ZNF320,
13753,PDCD2L,
13754,PLA2R1,
13755,C2CD2L,
13756,AADAC,
13757,NYAP2,
13758,COMMD5,
13759,GIN1,
13760,CRYGA,
13761,BDH1,
13762,C8orf86,
13763,GPR151,
13764,DPCD,
13765,PRX,
13766,ARHGEF35,
13767,OR4N2,
13768,RSPH6A,
13769,KRT78,
13770,ACOT9,
13771,METTL9,
13772,CLPTM1,
13773,TRIM15,
13774,CRLF1,
13775,ZNF529,
13776,FMO5,
13777,PPHLN1,
13778,C10orf67,
13779,C11orf96,
13780,MAST4,
13781,LCE5A,
13782,ENPP4,
13783,ARMC3,
13784,KIAA1549,
13785,FAM9B,
13786,ZNF354A,
13787,USB1,
13788,ODF4,
13789,KLHDC7A,
13790,SSFA2,
13791,TCP11,
13792,RSPH9,
13793,DNAAF5,
13794,ADIRF,
13795,ABTB2,
13796,ZNF222,
13797,ZNF781,
13798,ZNF841,
13799,ZNF208,
13800,ZNF117,
13801,ZNF565,
13802,RAD51AP1,
13803,ZNF397,
13804,USP17L10,
13805,ZNF816-ZNF321P,
13806,ZNF443,
13807,GLB1L,
13808,SNX24,
13809,ZNF572,
13810,ZNF696,
13811,KRTAP4-7,
13812,SCGB2A2,
13813,KCNMB2,
13814,TMEM14C,
13815,PHF23,
13816,THAP2,
13817,ZNF273,
13818,ZNF396,
13819,ZNF407,
13820,ZNF780B,
13821,KBTBD6,
13822,STAC3,
13823,HRASLS,
13824,LRRC37B,
13825,ZNF34,
13826,ADAM29,
13827,CAMSAP1,
13828,AIM1L,
13829,COQ10A,
13830,CCDC86,
13831,RLF,
13832,MDGA2,
13833,A4GNT,
13834,KRBOX4,
13835,P2RX6,
13836,CWF19L1,
13837,FBXO28,
13838,ZNF264,
13839,APITD1-CORT,
13840,FHDC1,
13841,SESN3,
13842,ADGB,
13843,FAM19A2,
13844,METTL13,
13845,HMCN2,
13846,GTSF1L,
13847,SMIM5,
13848,MRPL48,
13849,TINAGL1,
13850,TMEM64,
13851,RUSC2,
13852,GLIPR2,
13853,NPTX1,
13854,ZNF599,
13855,AQP12B,
13856,ZFP69,
13857,QTRTD1,
13858,ANGPTL5,
13859,AC084219.2,
13860,LRCH2,
13861,KRTAP1-5,
13862,LRRN4CL,
13863,ZNF99,
13864,ZMYM6,
13865,ZNF880,
13866,OR2M4,
13867,AC003005.4,
13868,TBRG1,
13869,ZNF256,
13870,FAM81A,
13871,DFNA5,
13872,PRSS53,
13873,WDPCP,
13874,ZNF786,
13875,CECR5,
13876,FAM92B,
13877,ZNF726,
13878,ZNF573,
13879,PPP1R3E,
13880,C14orf142,
13881,A2ML1,
13882,MRPL51,
13883,CRYGB,
13884,BTN3A1,
13885,DNASE1L2,
13886,ZNF816,
13887,CLNK,
13888,ANO10,
13889,CRHBP,
13890,ZNF267,
13891,C9orf135,
13892,OR10H3,
13893,FAM120A,
13894,AAGAB,
13895,ZC3H12B,
13896,SDHAF1,
13897,MSMP,
13898,OR4C3,
13899,CRIP1,
13900,C2CD4C,
13901,RNF187,
13902,OR4C15,
13903,TMEM38B,
13904,SHCBP1L,
13905,ACRV1,
13906,SMIM23,
13907,DPY19L2,
13908,BTG4,
13909,DCDC1,
13910,VWA5A,
13911,DDAH2,
13912,ZNF324B,
13913,ZSCAN9,
13914,PRPF38B,
13915,PLD5,
13916,OR11H1,
13917,ZNF189,
13918,ZNF568,
13919,KIAA1429,
13920,KBTBD13,
13921,SEMA4B,
13922,SPAG11B,
13923,KDELC1,
13924,PCDH10,
13925,C11orf54,
13926,OSCP1,
13927,AKIRIN1,
13928,APOL5,
13929,OR1L6,
13930,MFSD6,
13931,PNLIPRP1,
13932,ZNF525,
13933,SLC35A4,
13934,LGALS9B,
13935,FUT11,
13936,CRYBA2,
13937,GLI4,
13938,SLC38A9,
13939,TM9SF2,
13940,ZNF660,
13941,IL17B,
13942,PLCXD1,
13943,SAMD9,
13944,HSD17B13,
13945,C1orf228,
13946,ZBTB9,
13947,FDXACB1,
13948,TTC14,
13949,SLAMF6,
13950,ZNF560,
13951,CD109,
13952,ZNF823,
13953,AVPI1,
13954,EVC2,
13955,C2orf40,
13956,ZNF570,
13957,FNIP2,
13958,NEK10,
13959,CRTAM,
13960,ZNF576,
13961,ZNF627,
13962,ZKSCAN5,
13963,PLPPR3,
13964,RALGPS2,
13965,KRTAP10-2,
13966,SLC5A3,
13967,ZNF594,
13968,SLC24A2,
13969,KLHL17,
13970,FAHD2A,
13971,ZNF404,
13972,SNRK,
13973,SH3BGRL3,
13974,CFAP61,
13975,KIAA1671,
13976,CCDC85A,
13977,ADNP2,
13978,OR2A2,
13979,ZNF250,
13980,KRT73,
13981,ZADH2,
13982,OR4B1,
13983,ANKRD35,
13984,GLTSCR1L,
13985,TREML1,
13986,ZNF519,
13987,SYCE3,
13988,CCDC127,
13989,ZNF318,
13990,HIGD1A,
13991,HCN3,
13992,ZNF713,
13993,FRA10AC1,
13994,MSANTD4,
13995,ZFP82,
13996,ABCA8,
13997,ADCK4,
13998,SLC2A4RG,
13999,RBM47,
14000,L3MBTL4,
14001,TREX2,
14002,BTBD3,
14003,AC004076.9,
14004,C12orf73,
14005,ZNF621,
14006,OR4M1,
14007,ZNF184,
14008,TCEAL4,
14009,ZNF300,
14010,KRT81,
14011,CROCC,
14012,SPOCD1,
14013,TMEM38A,
14014,DEFA6,
14015,ZNF432,
14016,CCRL2,
14017,ZNF112,
14018,TMX2,
14019,TTC39C,
14020,SH3TC2,
14021,CHST5,
14022,ZNF554,
14023,ZNF429,
14024,C21orf58,
14025,TMEM234,
14026,GPATCH8,
14027,CCDC58,
14028,FADS3,
14029,CHIC1,
14030,SYNDIG1,
14031,PFN3,
14032,ZNF709,
14033,CPED1,
14034,TPRG1L,
14035,ZNF836,
14036,ZNF333,
14037,ZNF391,
14038,HEATR4,
14039,SLC43A2,
14040,PPP1R32,
14041,EVC,
14042,SLC26A1,
14043,CHCHD1,
14044,CA6,
14045,ZNF559,
14046,TSPAN2,
14047,ZNF175,
14048,STK19,
14049,MEX3B,
14050,FAM71F1,
14051,LRRC42,
14052,ZNF484,
14053,ZNF226,
14054,ZNF574,
14055,KCTD14,
14056,ACRC,
14057,KIAA0922,
14058,GPR21,
14059,ZNF624,
14060,ARHGAP42,
14061,ZNF835,
14062,ZFP28,
14063,SAGE1,
14064,TMEM132E,
14065,IFITM5,
14066,CMTM8,
14067,MAMDC2,
14068,ZNF646,
14069,MPHOSPH9,
14070,ZNF441,
14071,OR4N4,
14072,SYT8,
14073,TMC8,
14074,PARP8,
14075,DENND5B,
14076,OVCH1,
14077,IZUMO1,
14078,TCP10,
14079,BTN2A2,
14080,FAR2,
14081,SLC5A9,
14082,OR2L13,
14083,CGGBP1,
14084,MARVELD1,
14085,TSEN54,
14086,TMEM74,
14087,GHDC,
14088,SCUBE1,
14089,DKKL1,
14090,TMEM126A,
14091,ZNF721,
14092,ZNF84,
14093,RP11-347C12.1,
14094,OTOP3,
14095,TYW3,
14096,PMEPA1,
14097,PANX3,
14098,HYAL4,
14099,TBRG4,
14100,SMTNL2,
14101,H1FNT,
14102,OR10G7,
14103,ZNF233,
14104,PARP16,
14105,USP17L21,
14106,USP17L20,
14107,USP17L15,
14108,USP17L18,
14109,USP17L17,
14110,USP17L19,
14111,USP17L12,
14112,USP17L11,
14113,USP17L5,
14114,PLEKHH1,
14115,ZNF732,
14116,GPRIN1,
14117,ZNF678,
14118,BHLHA9,
14119,WDR83OS,
14120,NPVF,
14121,CCIN,
14122,OR4K2,
14123,ZNF578,
14124,CMC2,
14125,SPATA7,
14126,AC002310.11,
14127,OR51B4,
14128,GPR12,
14129,ANKRD13A,
14130,FAIM,
14131,ADAMTS8,
14132,LHFP,
14133,ZNF468,
14134,ZNF57,
14135,ZNF445,
14136,PALM2-AKAP2,
14137,EXPH5,
14138,EYA3,
14139,ZC3H10,
14140,BTN2A1,
14141,ZNF431,
14142,KRT79,
14143,ZNF106,
14144,C6orf106,
14145,DOCK10,
14146,ANKLE1,
14147,ZNF133,
14148,ERMARD,
14149,PLPP4,
14150,IGSF9,
14151,PLCXD3,
14152,CCDC59,
14153,OR2A25,
14154,PPP1R10,
14155,LRP12,
14156,PIH1D3,
14157,POTED,
14158,COMTD1,
14159,MRPS17,
14160,ZNF581,
14161,SLC17A9,
14162,CDC42EP1,
14163,TAAR8,
14164,GMNC,
14165,ZNF829,
14166,TMEM63C,
14167,TRIM4,
14168,RNF219,
14169,PTTG2,
14170,HAUS5,
14171,NBAS,
14172,MCIDAS,
14173,OR2B11,
14174,FBXL16,
14175,LY75-CD302,
14176,CELA2B,
14177,PAQR5,
14178,SLC12A9,
14179,ZGPAT,
14180,SIGLEC9,
14181,ZNF417,
14182,ZNF493,
14183,ADAMDEC1,
14184,KIF12,
14185,NKAIN2,
14186,BNC2,
14187,ZNF548,
14188,FBXO30,
14189,GLT8D2,
14190,CLMN,
14191,TRAPPC13,
14192,ZNF433,
14193,C8orf34,
14194,PRR20A,
14195,FAM102B,
14196,GTPBP8,
14197,OR2T5,
14198,AGK,
14199,SPEF1,
14200,LCE3E,
14201,ZNF551,
14202,INO80D,
14203,FGD6,
14204,RARRES1,
14205,ZBTB26,
14206,OR5H2,
14207,NOL9,
14208,FAM206A,
14209,RBM46,
14210,B3GALNT2,
14211,PLBD1,
14212,GUCA2B,
14213,ZNF425,
14214,ZNF681,
14215,ZNF317,
14216,ZNF211,
14217,ZNF440,
14218,CYS1,
14219,C2CD3,
14220,RP11-294C11.1,
14221,BARHL2,
14222,RNASE6,
14223,ZNF708,
14224,AATK,
14225,MRGPRX4,
14226,PIBF1,
14227,MRPS24,
14228,MFSD3,
14229,FAM171B,
14230,RNF32,
14231,ZNF141,
14232,ZNF93,
14233,SLTM,
14234,UNC119B,
14235,BOD1L1,
14236,ZNF253,
14237,SDR39U1,
14238,COMMD8,
14239,ZNF749,
14240,GPATCH11,
14241,PET100,
14242,MAST3,
14243,CMTM3,
14244,FBF1,
14245,SPATA18,
14246,ZACN,
14247,ECSCR,
14248,OR4K15,
14249,OR10A3,
14250,SLC25A23,
14251,RIPPLY2,
14252,C6orf120,
14253,ZNF48,
14254,RP11-565P22.6,
14255,ZNF701,
14256,RWDD4,
14257,CA5A,
14258,SP140L,
14259,CCDC85C,
14260,DBX2,
14261,FMO4,
14262,ZNF114,
14263,GCNT7,
14264,COX14,
14265,TRIM62,
14266,TMEM54,
14267,OR51E1,
14268,HAUS3,
14269,OR5AK2,
14270,CSPP1,
14271,ZNF232,
14272,GLB1L2,
14273,TSTD1,
14274,FBLN7,
14275,TMEM63B,
14276,OR6N2,
14277,METTL23,
14278,ZNF527,
14279,ANO3,
14280,ZNF33B,
14281,TMEM164,
14282,FBXL13,
14283,FOXB2,
14284,OTUD5,
14285,DNLZ,
14286,CCDC96,
14287,FAM49B,
14288,FRMD8,
14289,CFAP97,
14290,ZNF850,
14291,FCRL2,
14292,STK10,
14293,RGS7BP,
14294,PLEKHS1,
14295,OR52I2,
14296,OR8U1,
14297,ZNF121,
14298,TMEM108,
14299,OR5F1,
14300,DDAH1,
14301,LRCH3,
14302,PPP1R1C,
14303,OR1F1,
14304,ZNF583,
14305,CREBRF,
14306,ERVFRD-1,
14307,ZBTB49,
14308,SEZ6,
14309,ZFP69B,
14310,TMEM101,
14311,MICALCL,
14312,SPTSSB,
14313,ZNF20,
14314,CCDC105,
14315,IQCK,
14316,LIMS2,
14317,CAPN14,
14318,ATAD3C,
14319,PHTF1,
14320,METTL18,
14321,DDRGK1,
14322,CPLX3,
14323,OR8S1,
14324,ZNF75D,
14325,TMEM68,
14326,ERMP1,
14327,ZNF418,
14328,LMNTD1,
14329,ZNF615,
14330,OR13D1,
14331,OR1C1,
14332,MGME1,
14333,TPRA1,
14334,ZNF66,
14335,RAPGEFL1,
14336,RUFY2,
14337,METTL21A,
14338,DNAJC28,
14339,ZNF510,
14340,IL1RL2,
14341,C1orf50,
14342,MPZL2,
14343,MRPL57,
14344,SNX31,
14345,SSBP4,
14346,ZNF195,
14347,OR5K4,
14348,ZNF98,
14349,ZNF92,
14350,ZNF616,
14351,ZNF571,
14352,ZNF257,
14353,ANGPTL6,
14354,ZNF304,
14355,SMDT1,
14356,HLA-DOB,
14357,SDF2L1,
14358,ZNF670,
14359,SLC25A2,
14360,ZNF664,
14361,TOR4A,
14362,SLC13A4,
14363,ZNF862,
14364,TRIML1,
14365,OR1D2,
14366,APOL6,
14367,SHROOM1,
14368,TCP11L1,
14369,IL17D,
14370,RUFY3,
14371,CEP68,
14372,KIAA0753,
14373,MPC2,
14374,MACC1,
14375,OR4D1,
14376,NUTM2F,
14377,MFSD2B,
14378,POMK,
14379,BAIAP3,
14380,MYO16,
14381,PRDM13,
14382,KCNJ14,
14383,OR52H1,
14384,OR6B3,
14385,KIAA0319L,
14386,ZNF442,
14387,COQ3,
14388,COQ10B,
14389,GPBP1,
14390,ABCA5,
14391,PLPP6,
14392,FCRL1,
14393,TMEM50B,
14394,CEP85,
14395,ZNF671,
14396,ZNF724P,
14397,LYRM2,
14398,SIRPB2,
14399,ZNF844,
14400,SCOC,
14401,WDR53,
14402,OR4K13,
14403,TMEM163,
14404,ZNF700,
14405,GRAMD1A,
14406,OR6T1,
14407,IL1F10,
14408,GTF3C6,
14409,DHRS12,
14410,SPRR3,
14411,ZSCAN23,
14412,SEPT12,
14413,FAM133B,
14414,NSG1,
14415,ANKRD13B,
14416,KCTD18,
14417,KRT85,
14418,LLPH,
14419,OSBPL6,
14420,ZNF268,
14421,SLC26A10,
14422,ZNF585B,
14423,ZDHHC6,
14424,GPR158,
14425,SAMD8,
14426,ZFP92,
14427,ZKSCAN2,
14428,HACD4,
14429,ANO8,
14430,ZNF28,
14431,RNASEH2C,
14432,INSL6,
14433,CEACAM3,
14434,JKAMP,
14435,LYPLA2,
14436,C14orf80,
14437,OR51B5,
14438,COX16,
14439,NXNL1,
14440,RP11-1035H13.3,
14441,RETNLB,
14442,ZNF107,
14443,RNF165,
14444,OR2M3,
14445,GPR22,
14446,TMEM130,
14447,ZNF667,
14448,CRISPLD2,
14449,ZNF181,
14450,OR4K1,
14451,IFT20,
14452,ZNF853,
14453,OTOG,
14454,NLRP9,
14455,PRR12,
14456,GSDMA,
14457,OR8B3,
14458,ZNF738,
14459,LEKR1,
14460,MT3,
14461,RP11-561B11.2,
14462,FASTKD1,
14463,CHST8,
14464,PDCD7,
14465,HLA-DMA,
14466,GRINA,
14467,TNFAIP8L1,
14468,BTBD10,
14469,ADAMTS10,
14470,TMEM41A,
14471,SPINK13,
14472,NOL7,
14473,IL34,
14474,ZNF286A,
14475,MIEF2,
14476,LMCD1,
14477,CSMD2,
14478,KRT72,
14479,VWC2,
14480,OR5B2,
14481,YDJC,
14482,DEC1,
14483,TCP11L2,
14484,OTOP2,
14485,XXYLT1,
14486,PYROXD1,
14487,HMBOX1,
14488,SPATA25,
14489,OBP2A,
14490,IGFN1,
14491,FAM50B,
14492,OR6C76,
14493,CLEC12A,
14494,ZNF32,
14495,TRUB2,
14496,FAM193B,
14497,OR52L1,
14498,FMNL3,
14499,PGBD1,
14500,SCYL2,
14501,C2orf44,
14502,GRAMD1C,
14503,CHST9,
14504,WDSUB1,
14505,SULT1A2,
14506,ZNF502,
14507,PALD1,
14508,OR6B2,
14509,FAM216A,
14510,FAM210A,
14511,MRPS31,
14512,MRFAP1,
14513,ESYT2,
14514,FAM133A,
14515,ZNF628,
14516,LBH,
14517,CCDC18,
14518,ZNF879,
14519,ZNF878,
14520,ZNF852,
14521,ZNF789,
14522,ZNF782,
14523,ZNF766,
14524,ZNF736,
14525,ZNF846,
14526,ZNF813,
14527,ZNF800,
14528,ZNF695,
14529,ZNF680,
14530,ZNF679,
14531,ZNF728,
14532,ZNF586,
14533,ZNF564,
14534,ZNF563,
14535,ZNF555,
14536,ZNF549,
14537,ZNF528,
14538,ZNF492,
14539,ZNF491,
14540,ZNF485,
14541,ZNF415,
14542,ZNF284,
14543,ZNF248,
14544,ZNF124,
14545,GPR37L1,
14546,ASIC5,
14547,OR52J3,
14548,SYT13,
14549,OR2F1,
14550,ARSG,
14551,CST1,
14552,OR2K2,
14553,NLRP14,
14554,UGT3A1,
14555,USF3,
14556,PRSS57,
14557,ZNF605,
14558,AL928654.7,
14559,OSBPL7,
14560,LYZL2,
14561,ZBTB42,
14562,UBTD1,
14563,MT1H,
14564,CDKN2AIPNL,
14565,ART3,
14566,CDC42EP4,
14567,RP2,
14568,ZNF607,
14569,FAM83D,
14570,FCAMR,
14571,PIK3IP1,
14572,FOLR1,
14573,SYAP1,
14574,LANCL3,
14575,HLA-DQA2,
14576,TGIF2LX,
14577,TANGO2,
14578,ENGASE,
14579,HOMEZ,
14580,SPINK4,
14581,CUZD1,
14582,ATRNL1,
14583,AAMDC,
14584,SLAMF7,
14585,ADAMTSL5,
14586,VKORC1,
14587,FCRL5,
14588,FREM3,
14589,MSTO1,
14590,GYPE,
14591,TOPAZ1,
14592,ZNF37A,
14593,DHRSX,
14594,P3H4,
14595,ZNF71,
14596,CIPC,
14597,ZNF180,
14598,ANO7,
14599,KRTAP1-3,
14600,TMEM41B,
14601,CMTM6,
14602,UGT2B28,
14603,GPR27,
14604,C19orf80,
14605,MZT1,
14606,TMEM222,
14607,OR4F21,
14608,OR2M5,
14609,OR2M2,
14610,C11orf84,
14611,OR1L1,
14612,AVL9,
14613,RASGEF1C,
14614,FAM46B,
14615,TCL1B,
14616,ZNF584,
14617,KIAA1958,
14618,ADAMTS18,
14619,ZNF367,
14620,OLFML2B,
14621,KCNK6,
14622,RPRD2,
14623,OR51I2,
14624,GPR107,
14625,ZNF69,
14626,ATL3,
14627,TM9SF1,
14628,TRIM40,
14629,ZNF785,
14630,PCOLCE2,
14631,REC114,
14632,TMEFF1,
14633,KIAA1919,
14634,ROPN1L,
14635,TRIM34,
14636,RELT,
14637,SOHLH1,
14638,HLA-DQB2,
14639,OR5AC2,
14640,KLHL29,
14641,RSAD1,
14642,SLC44A4,
14643,ZNF645,
14644,PSTK,
14645,OR56B4,
14646,CTD-2528L19.4,
14647,METTL7A,
14648,OR5M10,
14649,TMEM119,
14650,OR2AT4,
14651,SLC36A3,
14652,GAL3ST4,
14653,DTD2,
14654,SBSN,
14655,OR2L8,
14656,TMEM151A,
14657,MT4,
14658,SLC46A3,
14659,RFPL1,
14660,CBR4,
14661,ZNF648,
14662,HHLA1,
14663,TMEM56,
14664,FAM81B,
14665,KRTAP1-1,
14666,NRSN1,
14667,OR1K1,
14668,TPCN1,
14669,ROMO1,
14670,FBXO16,
14671,EMCN,
14672,LYG2,
14673,LIX1,
14674,TTC23L,
14675,CSRNP2,
14676,PAQR6,
14677,MBOAT7,
14678,GPR108,
14679,TIFAB,
14680,SPDYC,
14681,OR4K5,
14682,HYI,
14683,UQCC3,
14684,ZNF774,
14685,MRPL35,
14686,VCX2,
14687,EEF2KMT,
14688,OR7C2,
14689,OR51F1,
14690,OR52N2,
14691,SNX14,
14692,OR52N4,
14693,ZNF561,
14694,C15orf53,
14695,FAM71D,
14696,AHNAK2,
14697,SLC10A7,
14698,ZNF596,
14699,DZIP1L,
14700,ZNF507,
14701,KRTAP5-6,
14702,DPEP1,
14703,S100A14,
14704,TMEM117,
14705,EML5,
14706,CYP27C1,
14707,TTC21A,
14708,OR2S2,
14709,PRY,
14710,ZNF729,
14711,MTFR2,
14712,C19orf47,
14713,OR4F4,
14714,ZNF329,
14715,ZNF524,
14716,SLC35G1,
14717,BFSP1,
14718,ZNF154,
14719,BEND3,
14720,PIANP,
14721,METTL16,
14722,TMEM9B,
14723,TMEM192,
14724,ENOX2,
14725,OR2C3,
14726,KIAA1024,
14727,FASTKD5,
14728,METTL20,
14729,AS3MT,
14730,VSTM2A,
14731,OR1E2,
14732,TM2D3,
14733,MTBP,
14734,IDS,
14735,CRAMP1,
14736,ZDHHC11,
14737,CD200R1,
14738,SLAIN2,
14739,TRIM6,
14740,PRKRIP1,
14741,NKPD1,
14742,XKR8,
14743,OR5H6,
14744,SOBP,
14745,GPN2,
14746,DEFB126,
14747,TM9SF3,
14748,MAB21L1,
14749,CCDC109B,
14750,ZFP90,
14751,ASNSD1,
14752,ZNF354B,
14753,SPATA4,
14754,ZNF311,
14755,URGCP,
14756,ZNF100,
14757,C12orf4,
14758,TMEM256,
14759,KDELC2,
14760,ZNF155,
14761,CHST1,
14762,CKAP2L,
14763,RNASE8,
14764,PASD1,
14765,FSIP1,
14766,CFAP100,
14767,CPXCR1,
14768,QRICH1,
14769,OR4A5,
14770,FAM189B,
14771,LMLN,
14772,ERI2,
14773,KBTBD2,
14774,MIPOL1,
14775,PHLDB3,
14776,ZNF707,
14777,ZBED6,
14778,BCAS4,
14779,OR6C1,
14780,UBTD2,
14781,ZNF697,
14782,PHF21B,
14783,ZP1,
14784,DCAF12L2,
14785,RABL3,
14786,KCNT2,
14787,SLC7A13,
14788,THEM4,
14789,EXO5,
14790,ASTN1,
14791,TRIM61,
14792,RAET1G,
14793,TMEM170A,
14794,KANSL1L,
14795,DHRS7C,
14796,TMEM94,
14797,ZNF587,
14798,IL1RAPL2,
14799,SLC22A15,
14800,NAIF1,
14801,VKORC1L1,
14802,HLA-DOA,
14803,OR4P4,
14804,ZIK1,
14805,LYZL1,
14806,MORC3,
14807,GOLM1,
14808,ZDHHC22,
14809,SMIM3,
14810,ZCCHC13,
14811,LIME1,
14812,MCC,
14813,PRG3,
14814,BTBD6,
14815,OR52A5,
14816,CFAP36,
14817,CDRT1,
14818,TRIM39,
14819,PCDHA4,
14820,CTC1,
14821,BBX,
14822,OSGIN1,
14823,URAD,
14824,SERPINE3,
14825,RP11-1236K1.1,
14826,DEFB130,
14827,ZNF383,
14828,OR2L2,
14829,ANKUB1,
14830,TGIF2-C20orf24,
14831,OR1E1,
14832,BOLA1,
14833,GPATCH1,
14834,UNC79,
14835,NOL8,
14836,ZC3H7A,
14837,CEP295,
14838,TMEM185B,
14839,OR2G2,
14840,CXorf23,
14841,VCX3B,
14842,SCAF1,
14843,OR4C46,
14844,OR52W1,
14845,ARMC6,
14846,PXMP2,
14847,TMEM45B,
14848,FAM127B,
14849,DPY19L4,
14850,DYTN,
14851,ZSCAN12,
14852,AMDHD1,
14853,MGARP,
14854,EFCAB14,
14855,ANKIB1,
14856,OR2T3,
14857,SVOPL,
14858,OGFOD3,
14859,TOB2,
14860,CADM3,
14861,CEP126,
14862,OR10A4,
14863,FBXW9,
14864,OR7D4,
14865,RP13-582O9.6,
14866,SLC35E1,
14867,ZNF337,
14868,ZFP36L2,
14869,ZNF688,
14870,C15orf41,
14871,SCYL3,
14872,KCTD16,
14873,BTN3A3,
14874,NRDE2,
14875,HEATR3,
14876,ZNF587B,
14877,ASAH2B,
14878,LAYN,
14879,FAM208B,
14880,OR2W3,
14881,TMEM246,
14882,KIAA1211L,
14883,THAP10,
14884,ACYP1,
14885,NEUROD6,
14886,TMEM167B,
14887,CYP3A43,
14888,OOEP,
14889,UMODL1,
14890,OR52E2,
14891,OR10P1,
14892,RMDN1,
14893,AFAP1L2,
14894,IL36B,
14895,RBBP8NL,
14896,BROX,
14897,TSPAN32,
14898,SLC35B1,
14899,KRT35,
14900,SLC35E3,
14901,NKX1-1,
14902,GPR137,
14903,ZNF479,
14904,CCDC73,
14905,DNAAF1,
14906,C20orf24,
14907,RNF133,
14908,THSD4,
14909,SPECC1L,
14910,CFAP47,
14911,DTWD2,
14912,KBTBD8,
14913,ST8SIA6,
14914,CRACR2A,
14915,ZNF770,
14916,NEMP2,
14917,OR5B17,
14918,DCD,
14919,GAL3ST1,
14920,POTEB,
14921,RIPPLY3,
14922,NT5C1B,
14923,ZBTB45,
14924,CDCP2,
14925,GOLGA8A,
14926,MAB21L2,
14927,DUSP18,
14928,RP4-539M6.19,
14929,C15orf43,
14930,MCUR1,
14931,SERPINA11,
14932,MT1F,
14933,ZNF780A,
14934,NEK4,
14935,FNIP1,
14936,ZNF747,
14937,SBF1,
14938,UHRF1BP1L,
14939,RIMS3,
14940,ABHD17B,
14941,ZNF614,
14942,TMEM55A,
14943,PTAR1,
14944,COMMD9,
14945,GPATCH3,
14946,GLA,
14947,OR5AS1,
14948,DEFB118,
14949,SLC25A35,
14950,GRAMD4,
14951,TMEM52B,
14952,LY86,
14953,TCTN1,
14954,MUM1L1,
14955,FSD2,
14956,COA4,
14957,OR5P3,
14958,DRC1,
14959,ZFP30,
14960,ZNF221,
14961,ZNF324,
14962,ARL10,
14963,FCMR,
14964,MYOM3,
14965,OR51V1,
14966,RP5-1028K7.3,
14967,KLK12,
14968,EML2,
14969,TMEM134,
14970,GLB1L3,
14971,SPEF2,
14972,N4BP2L2,
14973,TEX35,
14974,KRTAP5-4,
14975,PPP1R37,
14976,OR52B4,
14977,SLC22A23,
14978,NOL4L,
14979,LRRC34,
14980,TECPR2,
14981,RP11-286N22.8,
14982,FAM131B,
14983,ZNF630,
14984,IGSF22,
14985,CASKIN2,
14986,WDR27,
14987,OR4C11,
14988,IER2,
14989,CMTM5,
14990,OR5J2,
14991,OR2F2,
14992,RIMBP3C,
14993,HNRNPH2,
14994,PRR5L,
14995,TMEM252,
14996,PHLDB1,
14997,TMEM154,
14998,MAP3K7CL,
14999,C1orf131,
15000,EPB41L4B,
15001,MFSD12,
15002,OR10A2,
15003,OR10A5,
15004,GPR52,
